region	chr	midPos	Nsites
(344098,344597)(344100,344599)(344100,344600)	Mt	344350	501	0.026028
(344198,344697)(344200,344699)(344200,344700)	Mt	344450	501	0.028398
(344298,344797)(344300,344799)(344300,344800)	Mt	344550	501	0.029036
(344398,344897)(344400,344899)(344400,344900)	Mt	344650	501	0.031371
(344498,344997)(344500,344999)(344500,345000)	Mt	344750	501	0.028511
(344598,345097)(344600,345099)(344600,345100)	Mt	344850	501	0.025541
(344698,345197)(344700,345199)(344700,345200)	Mt	344950	501	0.026763
(344798,345297)(344800,345299)(344800,345300)	Mt	345050	501	0.025220
(344898,345397)(344900,345399)(344900,345400)	Mt	345150	501	0.026594
(344998,345497)(345000,345499)(345000,345500)	Mt	345250	501	0.028786
(345098,345597)(345100,345599)(345100,345600)	Mt	345350	501	0.028824
(345198,345697)(345200,345699)(345200,345700)	Mt	345450	501	0.031038
(345298,345797)(345300,345799)(345300,345800)	Mt	345550	501	0.032301
(345398,345897)(345400,345899)(345400,345900)	Mt	345650	501	0.032006
(345498,345997)(345500,345999)(345500,346000)	Mt	345750	501	0.032701
(345598,346097)(345600,346099)(345600,346100)	Mt	345850	501	0.035344
(345698,346197)(345700,346199)(345700,346200)	Mt	345950	501	0.031708
(345798,346297)(345800,346299)(345800,346300)	Mt	346050	501	0.033413
(345898,346397)(345900,346399)(345900,346400)	Mt	346150	501	0.031538
(345998,346497)(346000,346499)(346000,346500)	Mt	346250	501	0.030959
(346098,346597)(346100,346599)(346100,346600)	Mt	346350	501	0.032231
(346198,346697)(346200,346699)(346200,346700)	Mt	346450	501	0.032165
(346298,346797)(346300,346799)(346300,346800)	Mt	346550	501	0.031423
(346398,346897)(346400,346899)(346400,346900)	Mt	346650	501	0.033122
(346498,346997)(346500,346999)(346500,347000)	Mt	346750	501	0.034790
(346598,347097)(346600,347099)(346600,347100)	Mt	346850	501	0.030190
(346698,347197)(346700,347199)(346700,347200)	Mt	346950	501	0.027304
(346798,347297)(346800,347299)(346800,347300)	Mt	347050	501	0.024625
(346898,347397)(346900,347399)(346900,347400)	Mt	347150	501	0.024066
(346998,347497)(347000,347499)(347000,347500)	Mt	347250	501	0.019466
(347098,347597)(347100,347599)(347100,347600)	Mt	347350	501	0.022056
(347198,347697)(347200,347699)(347200,347700)	Mt	347450	501	0.024119
(347298,347797)(347300,347799)(347300,347800)	Mt	347550	501	0.024998
(347398,347897)(347400,347899)(347400,347900)	Mt	347650	501	0.024397
(347498,347997)(347500,347999)(347500,348000)	Mt	347750	501	0.027051
(347598,348097)(347600,348099)(347600,348100)	Mt	347850	501	0.030605
(347698,348197)(347700,348199)(347700,348200)	Mt	347950	501	0.031820
(347798,348297)(347800,348299)(347800,348300)	Mt	348050	501	0.034822
(347898,348397)(347900,348399)(347900,348400)	Mt	348150	501	0.035392
(347998,348497)(348000,348499)(348000,348500)	Mt	348250	501	0.034717
(348098,348597)(348100,348599)(348100,348600)	Mt	348350	501	0.028551
(348198,348697)(348200,348699)(348200,348700)	Mt	348450	501	0.026332
(348298,348797)(348300,348799)(348300,348800)	Mt	348550	501	0.026556
(348398,348897)(348400,348899)(348400,348900)	Mt	348650	501	0.026594
(348498,348997)(348500,348999)(348500,349000)	Mt	348750	501	0.027722
(348598,349097)(348600,349099)(348600,349100)	Mt	348850	501	0.028303
(348698,349197)(348700,349199)(348700,349200)	Mt	348950	501	0.030875
(348798,349297)(348800,349299)(348800,349300)	Mt	349050	501	0.027206
(348898,349397)(348900,349399)(348900,349400)	Mt	349150	501	0.029095
(348998,349497)(349000,349499)(349000,349500)	Mt	349250	501	0.028620
(349098,349597)(349100,349599)(349100,349600)	Mt	349350	501	0.030650
(349198,349697)(349200,349699)(349200,349700)	Mt	349450	501	0.028603
(349298,349797)(349300,349799)(349300,349800)	Mt	349550	501	0.031033
(349398,349897)(349400,349899)(349400,349900)	Mt	349650	501	0.029970
(349498,349997)(349500,349999)(349500,350000)	Mt	349750	501	0.031504
(349598,350097)(349600,350099)(349600,350100)	Mt	349850	501	0.029792
(349698,350197)(349700,350199)(349700,350200)	Mt	349950	501	0.030968
(349798,350297)(349800,350299)(349800,350300)	Mt	350050	501	0.029071
(349898,350397)(349900,350399)(349900,350400)	Mt	350150	501	0.029586
(349998,350497)(350000,350499)(350000,350500)	Mt	350250	501	0.028068
(350098,350597)(350100,350599)(350100,350600)	Mt	350350	501	0.028662
(350198,350697)(350200,350699)(350200,350700)	Mt	350450	501	0.031201
(350298,350797)(350300,350799)(350300,350800)	Mt	350550	501	0.029653
(350398,350897)(350400,350899)(350400,350900)	Mt	350650	501	0.029459
(350498,350997)(350500,350999)(350500,351000)	Mt	350750	501	0.030561
(350598,351097)(350600,351099)(350600,351100)	Mt	350850	501	0.029761
(350698,351197)(350700,351199)(350700,351200)	Mt	350950	501	0.028927
(350798,351297)(350800,351299)(350800,351300)	Mt	351050	501	0.032317
(350898,351397)(350900,351399)(350900,351400)	Mt	351150	501	0.030120
(350998,351497)(351000,351499)(351000,351500)	Mt	351250	501	0.028782
(351098,351597)(351100,351599)(351100,351600)	Mt	351350	501	0.031231
(351198,351697)(351200,351699)(351200,351700)	Mt	351450	501	0.029417
(351298,351797)(351300,351799)(351300,351800)	Mt	351550	501	0.025986
(351398,351897)(351400,351899)(351400,351900)	Mt	351650	501	0.026878
(351498,351997)(351500,351999)(351500,352000)	Mt	351750	501	0.025916
(351598,352097)(351600,352099)(351600,352100)	Mt	351850	501	0.024815
(351698,352197)(351700,352199)(351700,352200)	Mt	351950	501	0.024450
(351798,352297)(351800,352299)(351800,352300)	Mt	352050	501	0.025644
(351898,352397)(351900,352399)(351900,352400)	Mt	352150	501	0.024861
(351998,352497)(352000,352499)(352000,352500)	Mt	352250	501	0.025148
(352098,352597)(352100,352599)(352100,352600)	Mt	352350	501	0.025612
(352198,352697)(352200,352699)(352200,352700)	Mt	352450	501	0.027800
(352298,352797)(352300,352799)(352300,352800)	Mt	352550	501	0.027587
(352398,352897)(352400,352899)(352400,352900)	Mt	352650	501	0.031363
(352498,352997)(352500,352999)(352500,353000)	Mt	352750	501	0.032259
(352598,353097)(352600,353099)(352600,353100)	Mt	352850	501	0.031451
(352698,353197)(352700,353199)(352700,353200)	Mt	352950	501	0.030129
(352798,353297)(352800,353299)(352800,353300)	Mt	353050	501	0.029889
(352898,353397)(352900,353399)(352900,353400)	Mt	353150	501	0.030222
(352998,353497)(353000,353499)(353000,353500)	Mt	353250	501	0.030009
(353098,353597)(353100,353599)(353100,353600)	Mt	353350	501	0.029594
(353198,353697)(353200,353699)(353200,353700)	Mt	353450	501	0.027716
(353298,353797)(353300,353799)(353300,353800)	Mt	353550	501	0.028958
(353398,353897)(353400,353899)(353400,353900)	Mt	353650	501	0.025222
(353498,353997)(353500,353999)(353500,354000)	Mt	353750	501	0.025459
(353598,354097)(353600,354099)(353600,354100)	Mt	353850	501	0.027044
(353698,354197)(353700,354199)(353700,354200)	Mt	353950	501	0.030071
(353798,354297)(353800,354299)(353800,354300)	Mt	354050	501	0.031173
(353898,354397)(353900,354399)(353900,354400)	Mt	354150	501	0.034228
(353998,354497)(354000,354499)(354000,354500)	Mt	354250	501	0.035442
(354098,354597)(354100,354599)(354100,354600)	Mt	354350	501	0.037038
(354198,354697)(354200,354699)(354200,354700)	Mt	354450	501	0.037389
(354298,354797)(354300,354799)(354300,354800)	Mt	354550	501	0.036027
(354398,354897)(354400,354899)(354400,354900)	Mt	354650	501	0.032216
(354498,354997)(354500,354999)(354500,355000)	Mt	354750	501	0.033313
(354598,355097)(354600,355099)(354600,355100)	Mt	354850	501	0.030746
(354698,355197)(354700,355199)(354700,355200)	Mt	354950	501	0.027766
(354798,355297)(354800,355299)(354800,355300)	Mt	355050	501	0.029057
(354898,355397)(354900,355399)(354900,355400)	Mt	355150	501	0.031653
(354998,355497)(355000,355499)(355000,355500)	Mt	355250	501	0.028577
(355098,355597)(355100,355599)(355100,355600)	Mt	355350	501	0.029370
(355198,355697)(355200,355699)(355200,355700)	Mt	355450	501	0.032152
(355298,355797)(355300,355799)(355300,355800)	Mt	355550	501	0.032349
(355398,355897)(355400,355899)(355400,355900)	Mt	355650	501	0.029697
(355498,355997)(355500,355999)(355500,356000)	Mt	355750	501	0.033262
(355598,356097)(355600,356099)(355600,356100)	Mt	355850	501	0.034325
(355698,356197)(355700,356199)(355700,356200)	Mt	355950	501	0.035938
(355798,356297)(355800,356299)(355800,356300)	Mt	356050	501	0.034257
(355898,356397)(355900,356399)(355900,356400)	Mt	356150	501	0.037224
(355998,356497)(356000,356499)(356000,356500)	Mt	356250	501	0.036727
(356098,356597)(356100,356599)(356100,356600)	Mt	356350	501	0.035209
(356198,356697)(356200,356699)(356200,356700)	Mt	356450	501	0.031609
(356298,356797)(356300,356799)(356300,356800)	Mt	356550	501	0.030455
(356398,356897)(356400,356899)(356400,356900)	Mt	356650	501	0.026738
(356498,356997)(356500,356999)(356500,357000)	Mt	356750	501	0.021768
(356598,357097)(356600,357099)(356600,357100)	Mt	356850	501	0.020542
(356698,357197)(356700,357199)(356700,357200)	Mt	356950	501	0.020105
(356798,357297)(356800,357299)(356800,357300)	Mt	357050	501	0.021066
(356898,357397)(356900,357399)(356900,357400)	Mt	357150	501	0.024607
(356998,357497)(357000,357499)(357000,357500)	Mt	357250	501	0.027384
(357098,357597)(357100,357599)(357100,357600)	Mt	357350	501	0.028714
(357198,357697)(357200,357699)(357200,357700)	Mt	357450	501	0.029616
(357298,357797)(357300,357799)(357300,357800)	Mt	357550	501	0.029235
(357398,357897)(357400,357899)(357400,357900)	Mt	357650	501	0.026988
(357498,357997)(357500,357999)(357500,358000)	Mt	357750	501	0.027013
(357598,358097)(357600,358099)(357600,358100)	Mt	357850	501	0.026098
(357698,358197)(357700,358199)(357700,358200)	Mt	357950	501	0.025839
(357798,358297)(357800,358299)(357800,358300)	Mt	358050	501	0.026646
(357898,358397)(357900,358399)(357900,358400)	Mt	358150	501	0.028301
(357998,358497)(358000,358499)(358000,358500)	Mt	358250	501	0.027268
(358098,358597)(358100,358599)(358100,358600)	Mt	358350	501	0.029017
(358198,358697)(358200,358699)(358200,358700)	Mt	358450	501	0.030308
(358298,358797)(358300,358799)(358300,358800)	Mt	358550	501	0.029520
(358398,358897)(358400,358899)(358400,358900)	Mt	358650	501	0.028521
(358498,358997)(358500,358999)(358500,359000)	Mt	358750	501	0.028141
(358598,359097)(358600,359099)(358600,359100)	Mt	358850	501	0.027274
(358698,359197)(358700,359199)(358700,359200)	Mt	358950	501	0.023658
(358798,359297)(358800,359299)(358800,359300)	Mt	359050	501	0.022589
(358898,359397)(358900,359399)(358900,359400)	Mt	359150	501	0.025556
(358998,359497)(359000,359499)(359000,359500)	Mt	359250	501	0.026975
(359098,359597)(359100,359599)(359100,359600)	Mt	359350	501	0.029282
(359198,359697)(359200,359699)(359200,359700)	Mt	359450	501	0.034811
(359298,359797)(359300,359799)(359300,359800)	Mt	359550	501	0.037272
(359398,359897)(359400,359899)(359400,359900)	Mt	359650	501	0.036110
(359498,359997)(359500,359999)(359500,360000)	Mt	359750	501	0.036631
(359598,360097)(359600,360099)(359600,360100)	Mt	359850	501	0.032931
(359698,360197)(359700,360199)(359700,360200)	Mt	359950	501	0.028316
(359798,360297)(359800,360299)(359800,360300)	Mt	360050	501	0.024503
(359898,360397)(359900,360399)(359900,360400)	Mt	360150	501	0.022015
(359998,360497)(360000,360499)(360000,360500)	Mt	360250	501	0.020021
(360098,360597)(360100,360599)(360100,360600)	Mt	360350	501	0.021647
(360198,360697)(360200,360699)(360200,360700)	Mt	360450	501	0.021425
(360298,360797)(360300,360799)(360300,360800)	Mt	360550	501	0.026232
(360398,360897)(360400,360899)(360400,360900)	Mt	360650	501	0.027675
(360498,360997)(360500,360999)(360500,361000)	Mt	360750	501	0.027719
(360598,361097)(360600,361099)(360600,361100)	Mt	360850	501	0.026762
(360698,361197)(360700,361199)(360700,361200)	Mt	360950	501	0.031334
(360798,361297)(360800,361299)(360800,361300)	Mt	361050	501	0.028479
(360898,361397)(360900,361399)(360900,361400)	Mt	361150	501	0.028068
(360998,361497)(361000,361499)(361000,361500)	Mt	361250	501	0.030477
(361098,361597)(361100,361599)(361100,361600)	Mt	361350	501	0.028730
(361198,361697)(361200,361699)(361200,361700)	Mt	361450	501	0.025103
(361298,361797)(361300,361799)(361300,361800)	Mt	361550	501	0.025505
(361398,361897)(361400,361899)(361400,361900)	Mt	361650	501	0.027577
(361498,361997)(361500,361999)(361500,362000)	Mt	361750	501	0.026868
(361598,362097)(361600,362099)(361600,362100)	Mt	361850	501	0.029192
(361698,362197)(361700,362199)(361700,362200)	Mt	361950	501	0.027574
(361798,362297)(361800,362299)(361800,362300)	Mt	362050	501	0.028872
(361898,362397)(361900,362399)(361900,362400)	Mt	362150	501	0.026433
(361998,362497)(362000,362499)(362000,362500)	Mt	362250	501	0.026906
(362098,362597)(362100,362599)(362100,362600)	Mt	362350	501	0.026043
(362198,362697)(362200,362699)(362200,362700)	Mt	362450	501	0.027709
(362298,362797)(362300,362799)(362300,362800)	Mt	362550	501	0.027687
(362398,362897)(362400,362899)(362400,362900)	Mt	362650	501	0.027683
(362498,362997)(362500,362999)(362500,363000)	Mt	362750	501	0.024051
(362598,363097)(362600,363099)(362600,363100)	Mt	362850	501	0.025032
(362698,363197)(362700,363199)(362700,363200)	Mt	362950	501	0.024922
(362798,363297)(362800,363299)(362800,363300)	Mt	363050	501	0.021809
(362898,363397)(362900,363399)(362900,363400)	Mt	363150	501	0.022509
(362998,363497)(363000,363499)(363000,363500)	Mt	363250	501	0.024785
(363098,363597)(363100,363599)(363100,363600)	Mt	363350	501	0.025327
(363198,363697)(363200,363699)(363200,363700)	Mt	363450	501	0.025404
(363298,363797)(363300,363799)(363300,363800)	Mt	363550	501	0.026754
(363398,363897)(363400,363899)(363400,363900)	Mt	363650	501	0.025472
(363498,363997)(363500,363999)(363500,364000)	Mt	363750	501	0.024053
(363598,364097)(363600,364099)(363600,364100)	Mt	363850	501	0.025085
(363698,364197)(363700,364199)(363700,364200)	Mt	363950	501	0.026250
(363798,364297)(363800,364299)(363800,364300)	Mt	364050	501	0.028144
(363898,364397)(363900,364399)(363900,364400)	Mt	364150	501	0.032347
(363998,364497)(364000,364499)(364000,364500)	Mt	364250	501	0.034473
(364098,364597)(364100,364599)(364100,364600)	Mt	364350	501	0.030699
(364198,364697)(364200,364699)(364200,364700)	Mt	364450	501	0.030305
(364298,364797)(364300,364799)(364300,364800)	Mt	364550	501	0.028797
(364398,364897)(364400,364899)(364400,364900)	Mt	364650	501	0.025541
(364498,364997)(364500,364999)(364500,365000)	Mt	364750	501	0.026258
(364598,365097)(364600,365099)(364600,365100)	Mt	364850	501	0.027579
(364698,365197)(364700,365199)(364700,365200)	Mt	364950	501	0.027519
(364798,365297)(364800,365299)(364800,365300)	Mt	365050	501	0.027783
(364898,365397)(364900,365399)(364900,365400)	Mt	365150	501	0.027862
(364998,365497)(365000,365499)(365000,365500)	Mt	365250	501	0.026762
(365098,365597)(365100,365599)(365100,365600)	Mt	365350	501	0.026035
(365198,365697)(365200,365699)(365200,365700)	Mt	365450	501	0.026195
(365298,365797)(365300,365799)(365300,365800)	Mt	365550	501	0.028310
(365398,365897)(365400,365899)(365400,365900)	Mt	365650	501	0.025754
(365498,365997)(365500,365999)(365500,366000)	Mt	365750	501	0.023448
(365598,366097)(365600,366099)(365600,366100)	Mt	365850	501	0.025248
(365698,366197)(365700,366199)(365700,366200)	Mt	365950	501	0.023195
(365798,366297)(365800,366299)(365800,366300)	Mt	366050	501	0.019907
(365898,366397)(365900,366399)(365900,366400)	Mt	366150	501	0.022918
(365998,366497)(366000,366499)(366000,366500)	Mt	366250	501	0.021295
(366098,366597)(366100,366599)(366100,366600)	Mt	366350	501	0.018382
(366198,366697)(366200,366699)(366200,366700)	Mt	366450	501	0.021574
(366298,366797)(366300,366799)(366300,366800)	Mt	366550	501	0.021950
(366398,366897)(366400,366899)(366400,366900)	Mt	366650	501	0.020964
(366498,366997)(366500,366999)(366500,367000)	Mt	366750	501	0.022060
(366598,367097)(366600,367099)(366600,367100)	Mt	366850	501	0.025672
(366698,367197)(366700,367199)(366700,367200)	Mt	366950	501	0.024712
(366798,367297)(366800,367299)(366800,367300)	Mt	367050	501	0.025394
(366898,367397)(366900,367399)(366900,367400)	Mt	367150	501	0.026782
(366998,367497)(367000,367499)(367000,367500)	Mt	367250	501	0.030944
(367098,367597)(367100,367599)(367100,367600)	Mt	367350	501	0.030555
(367198,367697)(367200,367699)(367200,367700)	Mt	367450	501	0.030276
(367298,367797)(367300,367799)(367300,367800)	Mt	367550	501	0.032191
(367398,367897)(367400,367899)(367400,367900)	Mt	367650	501	0.032819
(367498,367997)(367500,367999)(367500,368000)	Mt	367750	501	0.032467
(367598,368097)(367600,368099)(367600,368100)	Mt	367850	501	0.031572
(367698,368197)(367700,368199)(367700,368200)	Mt	367950	501	0.029897
(367798,368297)(367800,368299)(367800,368300)	Mt	368050	501	0.026675
(367898,368397)(367900,368399)(367900,368400)	Mt	368150	501	0.025685
(367998,368497)(368000,368499)(368000,368500)	Mt	368250	501	0.025149
(368098,368597)(368100,368599)(368100,368600)	Mt	368350	501	0.027733
(368198,368697)(368200,368699)(368200,368700)	Mt	368450	501	0.029914
(368298,368797)(368300,368799)(368300,368800)	Mt	368550	501	0.033966
(368398,368897)(368400,368899)(368400,368900)	Mt	368650	501	0.032860
(368498,368997)(368500,368999)(368500,369000)	Mt	368750	501	0.034266
(368598,369097)(368600,369099)(368600,369100)	Mt	368850	501	0.031934
(368698,369197)(368700,369199)(368700,369200)	Mt	368950	501	0.033158
(368798,369297)(368800,369299)(368800,369300)	Mt	369050	501	0.031909
(368898,369397)(368900,369399)(368900,369400)	Mt	369150	501	0.033835
(368998,369497)(369000,369499)(369000,369500)	Mt	369250	501	0.029634
(369098,369597)(369100,369599)(369100,369600)	Mt	369350	501	0.026747
(369198,369697)(369200,369699)(369200,369700)	Mt	369450	501	0.025658
(369298,369797)(369300,369799)(369300,369800)	Mt	369550	501	0.026419
(369398,369897)(369400,369899)(369400,369900)	Mt	369650	501	0.025855
(369498,369997)(369500,369999)(369500,370000)	Mt	369750	501	0.027569
(369598,370097)(369600,370099)(369600,370100)	Mt	369850	501	0.029323
(369698,370197)(369700,370199)(369700,370200)	Mt	369950	501	0.028069
(369798,370297)(369800,370299)(369800,370300)	Mt	370050	501	0.024994
(369898,370397)(369900,370399)(369900,370400)	Mt	370150	501	0.027059
(369998,370497)(370000,370499)(370000,370500)	Mt	370250	501	0.026410
(370098,370597)(370100,370599)(370100,370600)	Mt	370350	501	0.025828
(370198,370697)(370200,370699)(370200,370700)	Mt	370450	501	0.025931
(370298,370797)(370300,370799)(370300,370800)	Mt	370550	501	0.026425
(370398,370897)(370400,370899)(370400,370900)	Mt	370650	501	0.024871
(370498,370997)(370500,370999)(370500,371000)	Mt	370750	501	0.023790
